cluster,cluster_majority_domain,cluster_purity,cluster_n_gt_measures,cluster_n_domains
15,"People, Work & Living Conditions",1.0,1,1
150,Transports,1.0,1,1
151,"People, Work & Living Conditions",1.0,1,1
152,Environment & Natural Resources and Production,1.0,1,1
153,Tech & Innovation,1.0,13,1
154,Money & Markets,1.0,1,1
155,Money & Markets,0.5,2,2
156,Environment & Natural Resources and Production,1.0,1,1
157,Money & Markets,1.0,1,1
158,Money & Markets,1.0,1,1
159,Money & Markets,1.0,1,1
160,Health & Safety,1.0,3,1
161,Money & Markets,1.0,1,1
163,Environment & Natural Resources and Production,1.0,1,1
165,Health & Safety,1.0,1,1
166,Environment & Natural Resources and Production,1.0,1,1
167,Environment & Natural Resources and Production,1.0,1,1
168,Transports,1.0,1,1
17,"People, Work & Living Conditions",1.0,4,1
170,Environment & Natural Resources and Production,1.0,1,1
171,Environment & Natural Resources and Production,1.0,1,1
172,Money & Markets,1.0,1,1
173,Money & Markets,1.0,1,1
174,Environment & Natural Resources and Production,1.0,1,1
175,Money & Markets,1.0,3,1
176,Money & Markets,1.0,1,1
178,Transports,1.0,3,1
179,Transports,1.0,1,1
18,"People, Work & Living Conditions",1.0,3,1
180,Transports,1.0,1,1
181,Health & Safety,1.0,2,1
182,Environment & Natural Resources and Production,1.0,2,1
183,"People, Work & Living Conditions",1.0,2,1
184,"People, Work & Living Conditions",1.0,1,1
185,"People, Work & Living Conditions",1.0,1,1
188,Money & Markets,1.0,2,1
189,Money & Markets,1.0,5,1
190,Health & Safety,1.0,2,1
191,Money & Markets,1.0,1,1
192,Tech & Innovation,1.0,1,1
194,Health & Safety,1.0,1,1
195,Health & Safety,1.0,2,1
197,Money & Markets,1.0,1,1
198,Money & Markets,1.0,2,1
199,Health & Safety,1.0,13,1
2,Money & Markets,1.0,1,1
20,Environment & Natural Resources and Production,1.0,5,1
201,Health & Safety,1.0,1,1
202,Health & Safety,0.5,2,2
203,Health & Safety,1.0,1,1
204,Money & Markets,1.0,1,1
205,"People, Work & Living Conditions",1.0,4,1
206,"People, Work & Living Conditions",1.0,1,1
207,Living Well,1.0,1,1
208,"People, Work & Living Conditions",1.0,1,1
209,Money & Markets,1.0,4,1
21,Environment & Natural Resources and Production,1.0,1,1
210,Environment & Natural Resources and Production,1.0,1,1
211,Health & Safety,1.0,1,1
212,"People, Work & Living Conditions",1.0,2,1
214,"People, Work & Living Conditions",1.0,9,1
215,"People, Work & Living Conditions",1.0,6,1
216,"People, Work & Living Conditions",1.0,1,1
217,Environment & Natural Resources and Production,1.0,1,1
218,Money & Markets,1.0,8,1
219,Environment & Natural Resources and Production,1.0,1,1
22,Environment & Natural Resources and Production,1.0,2,1
220,Environment & Natural Resources and Production,1.0,1,1
221,Environment & Natural Resources and Production,1.0,1,1
222,"People, Work & Living Conditions",1.0,1,1
223,"People, Work & Living Conditions",1.0,1,1
224,Money & Markets,1.0,1,1
225,Money & Markets,1.0,2,1
227,Learning & Education,1.0,5,1
228,"People, Work & Living Conditions",1.0,1,1
23,Environment & Natural Resources and Production,1.0,1,1
230,Environment & Natural Resources and Production,1.0,1,1
231,Money & Markets,1.0,1,1
232,Money & Markets,1.0,1,1
233,"People, Work & Living Conditions",1.0,1,1
234,"People, Work & Living Conditions",1.0,3,1
235,Learning & Education,1.0,1,1
236,Environment & Natural Resources and Production,1.0,1,1
237,"People, Work & Living Conditions",1.0,1,1
238,"People, Work & Living Conditions",0.9230769230769231,13,2
239,Tech & Innovation,1.0,3,1
24,Transports,1.0,7,1
240,Learning & Education,1.0,1,1
241,"People, Work & Living Conditions",1.0,2,1
242,"People, Work & Living Conditions",1.0,1,1
243,"People, Work & Living Conditions",1.0,4,1
245,"People, Work & Living Conditions",1.0,1,1
246,"People, Work & Living Conditions",1.0,1,1
247,"People, Work & Living Conditions",1.0,1,1
248,"People, Work & Living Conditions",1.0,1,1
249,"People, Work & Living Conditions",1.0,1,1
25,Environment & Natural Resources and Production,1.0,1,1
250,"People, Work & Living Conditions",1.0,1,1
251,"People, Work & Living Conditions",0.8333333333333334,12,2
252,"People, Work & Living Conditions",1.0,1,1
253,"People, Work & Living Conditions",1.0,1,1
254,"People, Work & Living Conditions",1.0,1,1
255,"People, Work & Living Conditions",1.0,1,1
256,"People, Work & Living Conditions",1.0,1,1
257,Money & Markets,1.0,2,1
258,Money & Markets,1.0,2,1
259,Tech & Innovation,1.0,1,1
26,Environment & Natural Resources and Production,1.0,1,1
260,Transports,1.0,2,1
262,"People, Work & Living Conditions",1.0,1,1
263,"People, Work & Living Conditions",1.0,1,1
264,"People, Work & Living Conditions",1.0,1,1
265,"People, Work & Living Conditions",1.0,1,1
266,Learning & Education,1.0,1,1
267,Health & Safety,1.0,1,1
268,Environment & Natural Resources and Production,1.0,4,1
269,Environment & Natural Resources and Production,1.0,1,1
27,Environment & Natural Resources and Production,1.0,1,1
270,Environment & Natural Resources and Production,1.0,1,1
271,Environment & Natural Resources and Production,1.0,1,1
272,Environment & Natural Resources and Production,1.0,1,1
273,Money & Markets,0.7,10,2
274,Money & Markets,1.0,1,1
275,Money & Markets,1.0,1,1
276,Tech & Innovation,1.0,1,1
277,Money & Markets,1.0,1,1
278,Money & Markets,1.0,1,1
279,Tech & Innovation,1.0,1,1
28,Transports,1.0,1,1
280,Money & Markets,1.0,1,1
282,Environment & Natural Resources and Production,1.0,1,1
283,Environment & Natural Resources and Production,1.0,1,1
284,Environment & Natural Resources and Production,1.0,1,1
286,"People, Work & Living Conditions",1.0,1,1
287,Environment & Natural Resources and Production,1.0,1,1
288,Environment & Natural Resources and Production,1.0,2,1
289,Transports,1.0,4,1
29,Transports,1.0,1,1
290,Money & Markets,1.0,4,1
291,Money & Markets,1.0,1,1
292,Tech & Innovation,1.0,5,1
294,Health & Safety,1.0,10,1
295,Health & Safety,1.0,5,1
296,Health & Safety,1.0,1,1
297,Money & Markets,1.0,1,1
298,Learning & Education,1.0,1,1
299,"People, Work & Living Conditions",0.5,2,2
3,Health & Safety,1.0,1,1
30,Transports,1.0,2,1
300,Learning & Education,1.0,1,1
301,Transports,1.0,1,1
302,Transports,1.0,1,1
303,Transports,1.0,1,1
304,"People, Work & Living Conditions",1.0,5,1
305,"People, Work & Living Conditions",1.0,1,1
307,Money & Markets,1.0,4,1
308,Money & Markets,1.0,1,1
31,"People, Work & Living Conditions",1.0,1,1
310,Environment & Natural Resources and Production,1.0,1,1
311,Money & Markets,1.0,9,1
312,Learning & Education,1.0,1,1
313,Money & Markets,1.0,1,1
314,Money & Markets,1.0,4,1
315,Money & Markets,1.0,1,1
316,"People, Work & Living Conditions",1.0,1,1
317,Environment & Natural Resources and Production,1.0,1,1
318,Environment & Natural Resources and Production,1.0,1,1
319,"People, Work & Living Conditions",1.0,1,1
32,Environment & Natural Resources and Production,1.0,2,1
321,Learning & Education,1.0,1,1
322,Learning & Education,1.0,1,1
324,"People, Work & Living Conditions",1.0,1,1
325,"People, Work & Living Conditions",1.0,1,1
326,Health & Safety,1.0,1,1
327,Money & Markets,1.0,6,1
328,"People, Work & Living Conditions",1.0,1,1
329,Environment & Natural Resources and Production,1.0,2,1
33,Environment & Natural Resources and Production,1.0,1,1
330,Environment & Natural Resources and Production,1.0,1,1
331,Environment & Natural Resources and Production,1.0,1,1
333,Money & Markets,1.0,1,1
334,Money & Markets,1.0,1,1
335,Learning & Education,1.0,2,1
336,Money & Markets,1.0,1,1
338,Money & Markets,1.0,1,1
339,Money & Markets,1.0,2,1
341,"People, Work & Living Conditions",1.0,1,1
342,"People, Work & Living Conditions",1.0,1,1
343,"People, Work & Living Conditions",1.0,2,1
344,"People, Work & Living Conditions",1.0,3,1
345,Environment & Natural Resources and Production,1.0,2,1
346,Environment & Natural Resources and Production,1.0,2,1
347,Environment & Natural Resources and Production,1.0,1,1
348,"People, Work & Living Conditions",1.0,1,1
349,Environment & Natural Resources and Production,1.0,1,1
35,Environment & Natural Resources and Production,1.0,1,1
350,Learning & Education,1.0,1,1
351,Money & Markets,1.0,1,1
352,Transports,1.0,2,1
353,Health & Safety,1.0,3,1
354,Tech & Innovation,1.0,1,1
356,Environment & Natural Resources and Production,1.0,1,1
357,Environment & Natural Resources and Production,1.0,1,1
358,Environment & Natural Resources and Production,1.0,1,1
359,Money & Markets,1.0,1,1
36,Environment & Natural Resources and Production,1.0,1,1
360,Money & Markets,1.0,1,1
361,Money & Markets,1.0,1,1
362,Environment & Natural Resources and Production,1.0,1,1
363,Money & Markets,1.0,1,1
364,Environment & Natural Resources and Production,1.0,1,1
365,"People, Work & Living Conditions",1.0,16,1
366,Learning & Education,1.0,1,1
368,Learning & Education,1.0,1,1
369,Money & Markets,0.9090909090909091,11,2
37,"People, Work & Living Conditions",1.0,4,1
370,"People, Work & Living Conditions",1.0,1,1
371,Health & Safety,1.0,1,1
372,Money & Markets,1.0,1,1
373,Environment & Natural Resources and Production,1.0,7,1
374,"People, Work & Living Conditions",1.0,6,1
375,Environment & Natural Resources and Production,1.0,1,1
376,Transports,1.0,6,1
377,Transports,1.0,1,1
378,Money & Markets,1.0,1,1
379,Transports,1.0,1,1
38,Environment & Natural Resources and Production,1.0,1,1
380,Transports,1.0,1,1
382,Money & Markets,1.0,3,1
383,Money & Markets,1.0,1,1
384,Money & Markets,1.0,2,1
385,Environment & Natural Resources and Production,1.0,1,1
386,Learning & Education,1.0,3,1
387,Environment & Natural Resources and Production,1.0,1,1
388,Environment & Natural Resources and Production,1.0,1,1
389,Environment & Natural Resources and Production,1.0,1,1
39,"People, Work & Living Conditions",1.0,1,1
391,Environment & Natural Resources and Production,1.0,2,1
392,Environment & Natural Resources and Production,1.0,1,1
393,Environment & Natural Resources and Production,1.0,2,1
394,Money & Markets,1.0,27,1
395,Money & Markets,1.0,1,1
396,Money & Markets,1.0,1,1
397,Money & Markets,1.0,1,1
398,Tech & Innovation,1.0,2,1
399,Money & Markets,1.0,7,1
4,"People, Work & Living Conditions",1.0,1,1
40,Environment & Natural Resources and Production,1.0,1,1
400,Money & Markets,1.0,2,1
401,Money & Markets,1.0,4,1
402,Money & Markets,1.0,1,1
403,Money & Markets,1.0,1,1
404,Money & Markets,1.0,1,1
405,Environment & Natural Resources and Production,1.0,1,1
406,Environment & Natural Resources and Production,1.0,1,1
407,Transports,1.0,7,1
408,Living Well,1.0,2,1
409,Money & Markets,1.0,15,1
41,Environment & Natural Resources and Production,1.0,1,1
410,Money & Markets,1.0,1,1
411,Money & Markets,1.0,1,1
412,Money & Markets,1.0,5,1
413,Money & Markets,1.0,1,1
414,Money & Markets,1.0,1,1
415,Money & Markets,1.0,1,1
417,Transports,1.0,1,1
418,Transports,1.0,1,1
42,Money & Markets,1.0,1,1
420,Health & Safety,1.0,3,1
421,Health & Safety,1.0,1,1
422,Health & Safety,1.0,1,1
423,Health & Safety,1.0,1,1
424,Health & Safety,1.0,6,1
426,Tech & Innovation,1.0,1,1
427,Tech & Innovation,1.0,2,1
428,Learning & Education,1.0,1,1
429,Health & Safety,1.0,1,1
43,"People, Work & Living Conditions",1.0,1,1
431,Learning & Education,1.0,16,1
432,"People, Work & Living Conditions",1.0,1,1
433,Money & Markets,1.0,7,1
434,Money & Markets,1.0,1,1
436,"People, Work & Living Conditions",1.0,1,1
437,Environment & Natural Resources and Production,1.0,2,1
438,Money & Markets,1.0,1,1
439,Money & Markets,1.0,1,1
44,Environment & Natural Resources and Production,1.0,2,1
440,Tech & Innovation,1.0,2,1
441,"People, Work & Living Conditions",1.0,1,1
442,Money & Markets,1.0,1,1
443,"People, Work & Living Conditions",1.0,1,1
444,Tech & Innovation,1.0,1,1
446,"People, Work & Living Conditions",1.0,1,1
447,"People, Work & Living Conditions",1.0,1,1
448,"People, Work & Living Conditions",1.0,1,1
449,"People, Work & Living Conditions",1.0,10,1
450,"People, Work & Living Conditions",1.0,2,1
451,Tech & Innovation,1.0,1,1
452,"People, Work & Living Conditions",1.0,1,1
453,Environment & Natural Resources and Production,1.0,1,1
455,Environment & Natural Resources and Production,1.0,1,1
456,Money & Markets,1.0,6,1
458,Environment & Natural Resources and Production,1.0,1,1
459,Money & Markets,1.0,8,1
46,Environment & Natural Resources and Production,1.0,1,1
460,"People, Work & Living Conditions",1.0,7,1
461,"People, Work & Living Conditions",1.0,1,1
463,"People, Work & Living Conditions",1.0,2,1
464,"People, Work & Living Conditions",1.0,1,1
466,"People, Work & Living Conditions",1.0,1,1
467,"People, Work & Living Conditions",1.0,1,1
468,"People, Work & Living Conditions",1.0,1,1
469,Health & Safety,1.0,1,1
47,Environment & Natural Resources and Production,1.0,1,1
470,"People, Work & Living Conditions",1.0,1,1
471,"People, Work & Living Conditions",1.0,1,1
472,Tech & Innovation,1.0,1,1
473,"People, Work & Living Conditions",1.0,1,1
474,"People, Work & Living Conditions",1.0,3,1
475,"People, Work & Living Conditions",1.0,1,1
476,Environment & Natural Resources and Production,1.0,1,1
477,Health & Safety,1.0,1,1
478,Tech & Innovation,1.0,11,1
479,Tech & Innovation,1.0,1,1
481,Tech & Innovation,1.0,1,1
482,Tech & Innovation,1.0,2,1
483,Tech & Innovation,1.0,1,1
484,Tech & Innovation,1.0,2,1
485,Money & Markets,1.0,1,1
486,"People, Work & Living Conditions",1.0,2,1
487,Health & Safety,1.0,2,1
488,Transports,1.0,1,1
489,Health & Safety,1.0,1,1
49,Environment & Natural Resources and Production,1.0,1,1
490,Health & Safety,1.0,2,1
491,Money & Markets,1.0,2,1
492,Money & Markets,1.0,2,1
493,Money & Markets,1.0,3,1
494,Money & Markets,1.0,1,1
495,Tech & Innovation,1.0,1,1
497,Money & Markets,1.0,1,1
498,Tech & Innovation,1.0,1,1
499,Tech & Innovation,1.0,1,1
5,Health & Safety,1.0,1,1
50,Environment & Natural Resources and Production,1.0,1,1
500,Money & Markets,1.0,2,1
501,Environment & Natural Resources and Production,1.0,1,1
502,Money & Markets,1.0,1,1
504,"People, Work & Living Conditions",1.0,1,1
505,"People, Work & Living Conditions",1.0,1,1
506,Money & Markets,1.0,1,1
508,Learning & Education,1.0,1,1
509,"People, Work & Living Conditions",1.0,1,1
51,Environment & Natural Resources and Production,1.0,1,1
510,"People, Work & Living Conditions",1.0,2,1
511,Money & Markets,1.0,1,1
512,Money & Markets,1.0,1,1
513,"People, Work & Living Conditions",0.5714285714285714,7,2
514,"People, Work & Living Conditions",1.0,2,1
515,Money & Markets,1.0,2,1
516,Tech & Innovation,1.0,1,1
518,"People, Work & Living Conditions",1.0,1,1
519,"People, Work & Living Conditions",1.0,1,1
521,Environment & Natural Resources and Production,1.0,1,1
522,Environment & Natural Resources and Production,1.0,1,1
523,Environment & Natural Resources and Production,1.0,1,1
524,Environment & Natural Resources and Production,1.0,1,1
525,Transports,1.0,10,1
526,Transports,1.0,1,1
527,Transports,1.0,1,1
528,Transports,1.0,1,1
53,"People, Work & Living Conditions",1.0,1,1
530,Transports,1.0,1,1
531,Tech & Innovation,1.0,1,1
532,Health & Safety,1.0,1,1
534,Health & Safety,1.0,2,1
535,Living Well,1.0,1,1
536,Learning & Education,1.0,1,1
537,"People, Work & Living Conditions",1.0,2,1
539,Environment & Natural Resources and Production,1.0,1,1
54,"People, Work & Living Conditions",1.0,2,1
540,Environment & Natural Resources and Production,1.0,1,1
541,"People, Work & Living Conditions",1.0,1,1
543,Transports,1.0,1,1
544,Transports,1.0,1,1
545,Money & Markets,1.0,1,1
546,"People, Work & Living Conditions",1.0,2,1
547,Environment & Natural Resources and Production,1.0,1,1
55,Living Well,1.0,4,1
550,Money & Markets,1.0,1,1
551,"People, Work & Living Conditions",1.0,1,1
552,"People, Work & Living Conditions",1.0,1,1
553,"People, Work & Living Conditions",1.0,1,1
554,"People, Work & Living Conditions",1.0,1,1
555,"People, Work & Living Conditions",1.0,1,1
556,"People, Work & Living Conditions",1.0,1,1
558,Learning & Education,1.0,2,1
559,"People, Work & Living Conditions",1.0,4,1
56,Living Well,1.0,1,1
561,Environment & Natural Resources and Production,1.0,1,1
562,Living Well,1.0,1,1
563,Environment & Natural Resources and Production,1.0,1,1
564,Environment & Natural Resources and Production,1.0,1,1
565,Transports,1.0,5,1
566,Transports,1.0,2,1
567,Transports,1.0,4,1
568,Transports,1.0,1,1
569,Transports,1.0,2,1
57,"People, Work & Living Conditions",1.0,7,1
571,Money & Markets,1.0,1,1
572,Environment & Natural Resources and Production,1.0,1,1
573,"People, Work & Living Conditions",1.0,8,1
574,Environment & Natural Resources and Production,1.0,1,1
575,Environment & Natural Resources and Production,1.0,1,1
578,"People, Work & Living Conditions",1.0,1,1
579,"People, Work & Living Conditions",1.0,1,1
58,"People, Work & Living Conditions",1.0,2,1
580,"People, Work & Living Conditions",1.0,2,1
581,"People, Work & Living Conditions",0.75,4,2
582,"People, Work & Living Conditions",1.0,1,1
583,"People, Work & Living Conditions",1.0,2,1
584,Learning & Education,1.0,5,1
585,"People, Work & Living Conditions",1.0,1,1
586,Environment & Natural Resources and Production,1.0,2,1
587,"People, Work & Living Conditions",1.0,2,1
588,"People, Work & Living Conditions",1.0,2,1
589,"People, Work & Living Conditions",1.0,2,1
590,"People, Work & Living Conditions",1.0,2,1
591,"People, Work & Living Conditions",1.0,4,1
592,"People, Work & Living Conditions",1.0,5,1
593,"People, Work & Living Conditions",1.0,1,1
595,Transports,1.0,2,1
596,Transports,1.0,3,1
598,Money & Markets,1.0,2,1
599,Money & Markets,1.0,1,1
60,Learning & Education,1.0,2,1
601,"People, Work & Living Conditions",1.0,4,1
602,"People, Work & Living Conditions",1.0,2,1
603,Transports,1.0,1,1
604,Transports,1.0,1,1
605,Money & Markets,1.0,2,1
606,Environment & Natural Resources and Production,1.0,3,1
608,Money & Markets,1.0,1,1
609,Environment & Natural Resources and Production,1.0,1,1
61,Learning & Education,1.0,1,1
610,Transports,1.0,1,1
611,Transports,1.0,2,1
612,Environment & Natural Resources and Production,1.0,1,1
613,Environment & Natural Resources and Production,1.0,1,1
614,Transports,1.0,1,1
616,Money & Markets,1.0,1,1
617,Learning & Education,1.0,1,1
618,Money & Markets,1.0,2,1
619,Money & Markets,1.0,3,1
62,"People, Work & Living Conditions",1.0,22,1
620,Living Well,1.0,2,1
621,"People, Work & Living Conditions",1.0,1,1
622,Money & Markets,1.0,1,1
623,Transports,1.0,5,1
624,Transports,1.0,1,1
625,Transports,1.0,1,1
626,Transports,1.0,1,1
627,Transports,1.0,1,1
628,Transports,1.0,2,1
629,Transports,1.0,1,1
63,"People, Work & Living Conditions",1.0,1,1
630,"People, Work & Living Conditions",1.0,1,1
631,Living Well,1.0,5,1
632,Environment & Natural Resources and Production,1.0,1,1
633,Environment & Natural Resources and Production,1.0,1,1
634,Money & Markets,1.0,1,1
635,Money & Markets,1.0,2,1
636,"People, Work & Living Conditions",0.6666666666666666,3,2
638,Money & Markets,1.0,1,1
64,"People, Work & Living Conditions",1.0,1,1
640,Money & Markets,1.0,1,1
641,Money & Markets,1.0,1,1
642,Environment & Natural Resources and Production,1.0,2,1
643,Health & Safety,1.0,1,1
645,Environment & Natural Resources and Production,1.0,1,1
648,Health & Safety,1.0,3,1
649,Health & Safety,1.0,1,1
65,"People, Work & Living Conditions",1.0,1,1
650,Money & Markets,1.0,1,1
651,Transports,1.0,1,1
652,Living Well,1.0,3,1
653,Environment & Natural Resources and Production,1.0,1,1
654,Money & Markets,1.0,1,1
655,Learning & Education,1.0,1,1
656,Environment & Natural Resources and Production,1.0,1,1
657,Money & Markets,1.0,3,1
658,Living Well,1.0,1,1
659,Environment & Natural Resources and Production,1.0,1,1
66,"People, Work & Living Conditions",1.0,1,1
660,Money & Markets,1.0,1,1
661,Environment & Natural Resources and Production,1.0,1,1
662,Transports,1.0,1,1
663,Transports,1.0,1,1
664,Environment & Natural Resources and Production,1.0,1,1
665,Transports,1.0,2,1
666,Health & Safety,1.0,1,1
667,Environment & Natural Resources and Production,1.0,1,1
668,Health & Safety,1.0,1,1
669,"People, Work & Living Conditions",1.0,1,1
67,Money & Markets,1.0,3,1
670,"People, Work & Living Conditions",1.0,5,1
671,Money & Markets,1.0,1,1
672,Environment & Natural Resources and Production,1.0,1,1
673,"People, Work & Living Conditions",1.0,1,1
674,Environment & Natural Resources and Production,1.0,3,1
675,Environment & Natural Resources and Production,1.0,1,1
676,Environment & Natural Resources and Production,1.0,2,1
678,"People, Work & Living Conditions",1.0,1,1
679,Money & Markets,1.0,1,1
68,Health & Safety,1.0,1,1
681,"People, Work & Living Conditions",1.0,1,1
682,Learning & Education,1.0,3,1
683,Environment & Natural Resources and Production,1.0,1,1
684,Money & Markets,1.0,1,1
686,"People, Work & Living Conditions",1.0,1,1
687,Living Well,1.0,1,1
688,"People, Work & Living Conditions",1.0,12,1
69,"People, Work & Living Conditions",1.0,1,1
690,Learning & Education,1.0,1,1
691,"People, Work & Living Conditions",1.0,1,1
692,"People, Work & Living Conditions",1.0,1,1
693,Learning & Education,1.0,2,1
694,Learning & Education,1.0,10,1
695,Learning & Education,1.0,1,1
696,Living Well,1.0,1,1
697,Learning & Education,1.0,1,1
698,Transports,1.0,6,1
699,Transports,1.0,1,1
7,Transports,1.0,1,1
70,Environment & Natural Resources and Production,1.0,1,1
700,Transports,1.0,1,1
701,Transports,1.0,1,1
702,Transports,1.0,1,1
703,Transports,1.0,1,1
704,Transports,1.0,7,1
705,Tech & Innovation,1.0,1,1
706,Environment & Natural Resources and Production,1.0,1,1
707,"People, Work & Living Conditions",1.0,4,1
708,"People, Work & Living Conditions",1.0,1,1
709,Health & Safety,1.0,1,1
71,"People, Work & Living Conditions",1.0,1,1
710,"People, Work & Living Conditions",1.0,1,1
711,"People, Work & Living Conditions",1.0,1,1
712,"People, Work & Living Conditions",1.0,1,1
713,Health & Safety,1.0,1,1
716,Living Well,1.0,1,1
717,Tech & Innovation,1.0,1,1
718,"People, Work & Living Conditions",1.0,4,1
720,"People, Work & Living Conditions",1.0,1,1
721,Tech & Innovation,1.0,1,1
723,Tech & Innovation,1.0,3,1
724,Learning & Education,1.0,1,1
725,Environment & Natural Resources and Production,1.0,1,1
726,Health & Safety,1.0,2,1
727,Living Well,1.0,1,1
728,Environment & Natural Resources and Production,1.0,1,1
729,"People, Work & Living Conditions",1.0,3,1
73,Living Well,1.0,1,1
730,Living Well,0.5454545454545454,11,2
731,"People, Work & Living Conditions",1.0,2,1
732,"People, Work & Living Conditions",1.0,8,1
733,Living Well,1.0,1,1
734,Health & Safety,1.0,1,1
735,"People, Work & Living Conditions",1.0,1,1
737,Transports,1.0,6,1
738,"People, Work & Living Conditions",1.0,1,1
739,Money & Markets,1.0,1,1
74,Living Well,1.0,1,1
740,"People, Work & Living Conditions",1.0,1,1
741,"People, Work & Living Conditions",1.0,1,1
742,Living Well,1.0,1,1
743,Living Well,1.0,1,1
744,Living Well,1.0,2,1
745,Health & Safety,1.0,1,1
746,Health & Safety,0.5,2,2
747,"People, Work & Living Conditions",1.0,4,1
748,"People, Work & Living Conditions",1.0,1,1
749,Living Well,1.0,5,1
75,"People, Work & Living Conditions",1.0,1,1
750,Living Well,1.0,1,1
751,"People, Work & Living Conditions",1.0,1,1
752,"People, Work & Living Conditions",1.0,2,1
753,Living Well,1.0,1,1
754,Living Well,1.0,1,1
755,Living Well,1.0,1,1
