Time frequency,Unit of measure,Age class,Geopolitical entity (reporting)\Time,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Percentage,From 45 to 54 years,Montenegro,:,:,:,:,:,:,:,7.3,:,:,:,:,:,:,:,:
Annual,Percentage,From 45 to 54 years,North Macedonia,:,:,:,:,:,:,:,13.8,:,:,:,:,:,:,:,:
Annual,Percentage,From 45 to 54 years,Malta,7.8,10.5,7.7,6.9,6.8,9.1,10.8,14.0,14.7,14.9,14.2,15.9,14.6 p,12.4,12.1,10.6
Annual,Percentage,From 45 to 54 years,Netherlands,25.8,25.1,24.8,24.2,24.5,24.4,24.2,24.7,21.4,21.2,21.4,21.5,19.1 p,18.6 p,17.9 p,17.2 p
Annual,Percentage,From 45 to 54 years,Norway,:,21.6,21.1,20.3,20.1,18.2,18.4,17.7,19.6,18.0,17.1,16.5,16.8 dp,17.0 dp,17.8 dp,17.7 dp
Annual,Percentage,From 45 to 54 years,Poland,16.4,12.3,8.1,4.0,4.9,5.8,5.6 p,5.3,6.1,6.9,6.9,8.2,6.8,5.5,7.7,9.9
Annual,Percentage,From 45 to 54 years,Portugal,8.4,9.4,9.9,10.8,15.9,19.6,18.3,21.6,22.8,21.3,15.3,13.7,14.5 p,15.0 p,14.2 p,15 p
Annual,Percentage,From 45 to 54 years,Romania,6.4 d,6.7 d,7 d,11.1,9.6,8.0,6.4,4.8,3.4 e,1.8 e,0.3 e,-1.2,-1.2 e,-1.2 e,-1.2 e,-1.2 e
Annual,Percentage,From 45 to 54 years,Serbia,:,:,:,:,:,:,:,13.4,:,:,:,10.9,:,:,:,:
Annual,Percentage,From 45 to 54 years,Sweden,:,20.4,18.9,18.9,19.5,19.1,17.8,16.7,17.0,16.0,15.5,15.3,15.8,14.8,15.2,15.1
Annual,Percentage,From 45 to 54 years,Slovenia,8.2,8.2,3.3,4.5,7.0,8.8,11.1,10.4,11.6,11.9,11.5,12.0,10.6 p,5.8 p,5.8 p,10 p
Annual,Percentage,From 45 to 54 years,Slovakia,:,20.2,23.9,21.5,23.0,22.9,21.3,22.1,22.2,22.0,22.5,22.1,20.6,17.7,20.0,20.3
Annual,Percentage,From 45 to 54 years,Türkiye,:,:,:,:,:,:,:,12.8,:,:,:,:,:,:,:,:
Annual,Percentage,From 45 to 54 years,United Kingdom,28.0,29.5,27.4,30.9 b,31.8,30.7,30.1,29.4,29.0,27.9,27.9,27.5,:,:,:,:
Annual,Percentage,From 55 to 64 years,Albania,:,:,:,:,:,:,:,:,:,:,:,8.8,:,:,:,:
Annual,Percentage,From 55 to 64 years,Austria,:,:,:,36.3,:,:,:,31.6,:,:,:,27.1,:,:,:,:
Annual,Percentage,From 55 to 64 years,Belgium,17.8,17.8,17.6,17.6,17.2,16.7,16.2,15.7,14.2,12.4,10.9,9.4,9.2 p,8.9 p,8.5 p,8.5 p
Annual,Percentage,From 55 to 64 years,Bulgaria,9.2,8.5,8.7,7.6,7.1,8.4,6.6,6.0,7.5,6.9,6.7,6.5,6.7 p,5.1 p,4.7 p,5.5 p
Annual,Percentage,From 55 to 64 years,Switzerland,:,24.1 d,24.1 d,22.9,23.3,23.2,23.3,23.2,24.5,24.5,25.3,25.9,25.9 p,25.7 p,25 p,25.2 p
Annual,Percentage,From 55 to 64 years,Cyprus,:,38.2,37.3,25.8,26.4,27.7,28.9,28.2,23.8,19.8,14.4,10.7,10.2 p,10.4 p,10.3 p,10.1 p
Annual,Percentage,From 55 to 64 years,Czechia,:,20.7,19.1,15.2,16.3,16.9,16.6,16.3,15.9 d,15.2 d,14.6 d,13.9 d,12.9 d,9.8 d,8.5 d,12.4 dp
Annual,Percentage,From 55 to 64 years,Germany,:,:,:,27.5,:,:,:,27.7,:,:,:,27.3,:,:,:,26.4 b
Annual,Percentage,From 55 to 64 years,Denmark,:,18.5,17.2,18.0,17.6,17.8,17.4,17.2,16.5,16.3,16.7,17.1,16.3,16.6,16.7,16.3
Annual,Percentage,From 55 to 64 years,Estonia,:,:,:,:,:,:,:,:,:,:,:,17.3,:,:,:,:
Annual,Percentage,From 55 to 64 years,Greece,:,:,:,19.1,:,:,:,17.5,:,:,:,15.3,:,:,:,:
Annual,Percentage,From 55 to 64 years,Spain,21.7,21.9,22.8,23.7,22.9,24.2,23.0,21.1,22.7,22.6,20.5,18.2,15.7,14.4,13.5,13.5 p
Annual,Percentage,From 55 to 64 years,Finland,:,25.8,26.1,25.5,23.5,23.6,23.1,22.8,22.1,21.6,21.1,21.5,20.5,19.7,18.7,17.9 p
Annual,Percentage,From 55 to 64 years,France,:,:,22.9,22.7,22.5,22.1,21.6,21.3,21.4,21.7,22.2,22.6,21.7 p,21.3 p,19.9 p,19 p
Annual,Percentage,From 55 to 64 years,Croatia,:,:,:,-1.7,:,:,1.3,6.5,:,7.1,9.9,8.7,8.6 p,9.9 p,8.1 p,12.3 p
Annual,Percentage,From 55 to 64 years,Hungary,18.0,18.0,17.5,19.7,18.4,17.8,19.1,11.0,9.4,7.7,10.8 b,8.5,14.8 b,12.7,12.5,13.9
Annual,Percentage,From 55 to 64 years,Ireland,:,21.5,21.2,20.4,23.1,23.4,22.7,24.6,25.5 p,25 p,24.7 p,20.2,19.2 p,17.7 p,19.2 p,13.9
Annual,Percentage,From 55 to 64 years,Iceland,30.4,25.9,23.1,21.6,22.0,22.3,23.4,21.9,22.9,21.0,20.7,20.1,21.9 p,19.2,17.0,16.3
Annual,Percentage,From 55 to 64 years,Italy,10.7,7.8,5.1,3.9,3.4,5.7,5.2,7.2,6.3 p,5.7 p,6.9 p,9.2,8.8 p,8.9 p,9.2 p,8.7 p
Annual,Percentage,From 55 to 64 years,Lithuania,20.8,19.2,12.8,9.4 b,8.6,9.0,9.4,10.6,11.4,10.4,12.7,11.0,9.5 p,8.9 p,7.9 p,8.2 p
Annual,Percentage,From 55 to 64 years,Luxembourg,23.9,23.1,22.4,21.6,:,:,:,16.7,:,:,:,11.4,:,:,:,:
Annual,Percentage,From 55 to 64 years,Latvia,:,:,:,16.7,:,:,:,14.4,16.2 d,16.2 d,16.4 d,15.4 d,15.5 p,15.9 p,12.1 p,14.4 p
Annual,Percentage,From 55 to 64 years,Montenegro,:,:,:,:,:,:,:,14.6,:,:,:,:,:,:,:,:
Annual,Percentage,From 55 to 64 years,North Macedonia,:,:,:,:,:,:,:,7.7,:,:,:,:,:,:,:,:
Annual,Percentage,From 55 to 64 years,Malta,-3.2,-0.3,0.3,0.3,2.9,4.6,5.5,9.0,9.7,10.2,11.2,13.1,11.7 p,9.3,8.4,7.0
Annual,Percentage,From 55 to 64 years,Netherlands,27.1,25.8,25.2,24.4,24.1,24.0,24.1,25.1,22.3,22.5,22.8,23.1,20.4 p,20.1 p,19.7 p,19.2 p
Annual,Percentage,From 55 to 64 years,Norway,:,21.9,21.6,21.2,21.5,19.9,20.6,20.1,21.9,20.7,20.1,19.9,19.0 dp,19.1 dp,19.2 dp,19.1 dp
Annual,Percentage,From 55 to 64 years,Poland,2.6,2.9,3.2,3.5,5.7,7.8,6.9 p,6.0,4.3,2.5,2.6,0.1,-3.4,-6.8,-6.3,-5.8
Annual,Percentage,From 55 to 64 years,Portugal,5.9,10.2,10.5,9.7,17.8,19.2,15.4,17.2,19.8,16.3,13.2,9.4,9.3 p,9.9 p,12 p,13.9 p
Annual,Percentage,From 55 to 64 years,Romania,-4.8 d,-4 d,-3 d,8.5,7.0,5.7,4.3,2.8,0.8 e,-1.2 e,-3.2 e,-5.2,-5.4 e,-5.4 e,-5.4 e,-5.4 e
Annual,Percentage,From 55 to 64 years,Serbia,:,:,:,:,:,:,:,2.7,:,:,:,6.4,:,:,:,:
Annual,Percentage,From 55 to 64 years,Sweden,:,20.1,19.2,18.9,17.7,17.4,17.0,16.0,16.1,16.0,15.3,14.9,14.7,14.3,14.2,14.5
Annual,Percentage,From 55 to 64 years,Slovenia,-3.9,-4.9,-9.8,-6.6,-1.7,0.4,4.7,3.3,5.7,6.1,7.0,7.5,6.1 p,1.3 p,1.3 p,5.9 p
Annual,Percentage,From 55 to 64 years,Slovakia,:,12.2,16.9,13.5,17.0,19.4,17.6,18.3,17.6,16.8,17.1,17.3,16.3,13.1,12.9,15.0
Annual,Percentage,From 55 to 64 years,Türkiye,:,:,:,:,:,:,:,-2.4,:,:,:,:,:,:,:,:
Annual,Percentage,From 55 to 64 years,United Kingdom,22.6,22.5,23.1,26.9 b,27.3,27.0,26.2,27.0,26.2,26.4,28.7,26.8,:,:,:,:
Annual,Percentage,65 years or over,Albania,:,:,:,:,:,:,:,:,:,:,:,-1.7,:,:,:,:
Annual,Percentage,65 years or over,Austria,:,:,:,24.1,:,:,:,31.7,:,:,:,33.5,:,:,:,:
Annual,Percentage,65 years or over,Belgium,: @C,: @C,: @C,: @C,7.5,10.0,12.3,14.5,14.4,: @C,: @C,: @C,: @C,: @C,: @C,: @C
Annual,Percentage,65 years or over,Bulgaria,-9.6,-12.3,-13.7,-16.8,-12.3,-5.6,-2.5,1.8,-0.2,-4.7,-8.5,-12.3,-12.1 p,-14.0 p,-14.6 p,-13.5 p
Annual,Percentage,65 years or over,Switzerland,:,27.5 d,27.5 d,28.5,32.0,31.9,32.0,31.7,29.9,27.6,25.7,28.1,28.3 p,28.0 p,27.5 p,27.7 p
Annual,Percentage,65 years or over,Cyprus,:,27.0,30.6,28.7,34.1,38.9,46.1,52.9,47.7,38.9,36.6,26.2,25.6 p,21.9 p,20.4 p,19.8 p
Annual,Percentage,65 years or over,Czechia,:,29.8,31.0,30.8,27.6,26.6,23.9,25.5,23.6 d,20.7 d,19.7 d,17.1 d,13.2 d,8.5 d,7.1 d,10.1 dp
Annual,Percentage,65 years or over,Germany,:,:,:,20.3,:,:,:,17.0,:,:,:,15.2,:,:,:,9.2 b
Annual,Percentage,65 years or over,Denmark,:,13.3,13.4,14.1,13.8,13.7,13.2,13.4,11.6,11.5,10.0,11.3,9.4,9.6,10.5,10.0
Annual,Percentage,65 years or over,Estonia,:,:,:,:,:,:,:,:,:,:,:,9.2,:,:,:,:
Annual,Percentage,65 years or over,Greece,:,:,:,17.8,:,:,:,4.8,:,:,:,34.5,:,:,:,:
Annual,Percentage,65 years or over,Spain,: @C,: @C,: @C,45.1,51.9,48.9,43.5,45.3,48.2,43.9,51.1,34.3,32.5,27.0,27.7,27.7 p
Annual,Percentage,65 years or over,Finland,:,28.2,28.0,29.0,25.2,22.6,22.9,26.0,24.4,25.1,23.2,25.1,24.0,24.3,22.3,22.1 p
Annual,Percentage,65 years or over,France,:,:,28.3,36.8,34.2,33.8,30.9,30.1,28.8,28.5,28.1,27.8,26.3 p,26.3 p,26.7 p,26.5 p
Annual,Percentage,65 years or over,Croatia,:,:,:,-0.9,:,:,13.7,23.6,:,7.6,8.5,6.9,5.2 p,6.6 p,4.7 p,4.5 p
Annual,Percentage,65 years or over,Hungary,12.3,20.6,20.5,19.9,21.0,20.6,21.4,18.8,19.2,22.3,24.9 b,17.8,18.7 b,19.5,13.2,15.1
Annual,Percentage,65 years or over,Ireland,:,14.2,11.7,10.4,22.9,28.4,25.1,28.4,27.5 p,27.1 p,26.7 p,34.9,33.0 p,29.6 p,28.2 p,9.5
Annual,Percentage,65 years or over,Iceland,21.3,19.8,18.9,18.4,19.0,22.2,22.4,20.8,22.3,20.6,20.0,17.2,19.0 p,17.9,14.5,14.1
Annual,Percentage,65 years or over,Italy,:,:,:,36.9,:,:,:,37.6,: @C,: @C,: @C,10.9,12.7 p,14.9 p,15.8 p,14.2 p
Annual,Percentage,65 years or over,Lithuania,17.1,14.7,8.4,4.8 b,6.0,8.7,11.2,14.7,12.3,9.9,8.8,5.4,9.8 p,7.6 p,6.1 p,5.5 p
