code,measure
tai10,Estimated soil loss by water erosion by land cover type
tai11,Share of landcover types affected by severe erosion
tec00001,Gross domestic product at market prices
tec00009,Final consumption expenditure of households and non-profit institutions serving households
tec00010,Final consumption expenditure of general government
tec00011,Gross fixed capital formation (investments)
tec00013,Compensation of employees
tec00021,general government revenue
tec00023,general government expenditure
tec00027,HICP - all items - annual average indices
tec00033,ECU/EUR exchange rates versus national currencies
tec00038,"Current account transactions - credits, debits and balance"
tec00039,"Current account transactions - goods: credits, debits and balance"
tec00040,"Current account transactions - services: credits, debits and balance"
tec00041,"Current account transactions - primary income: credits, debits and balance"
tec00042,"Current account transactions - secondary income: credits, debits and balance"
tec00097,EMU convergence criterion series - annual data
tec00104,Gross debt-to-income ratio of households
tec00105,Inward FDI stocks in % of GDP
tec00106,Outward FDI stocks in % of GDP
tec00107,"FDI flows intensity, market integration"
tec00110,"Goods and services, imports and exports"
tec00112,"Employment, domestic concept -"
tec00113,Adjusted gross disposable income of households per capita in PPS
tec00114,GDP per capita in PPS
tec00115,Real GDP growth rate - volume
tec00116,Nominal labour productivity per person employed
tec00118,HICP - inflation rate
tec00120,Comparative price levels
tec00121,Price and volume convergence between Member States
tec00127,General government deficit/surplus
tec00131,Household saving rate
tec00132,Investment by institutional sectors
teibp010,"Balance of payments, current account, monthly data"
teibp020,"Balance of payments, capital account, monthly data"
teibp030,"Balance of payments, current and capital account, monthly data"
teibp060,"Balance of payments, capital account, quarterly data"
teibp070,"Balance of payments, current and capital account, quarterly data"
teibs010,Economic sentiment indicator
teibs020,Confidence indicators by sector
teibs030,Employment expectations indicator
teibs040,Employment expectations by sectors
teibs070,Current level of capacity utilization in manufacturing industry
teicp000,HICP - all items
teicp010,HICP - food
teicp020,HICP - alcohol and tobacco
teicp030,HICP - clothing
teicp040,HICP - housing
teicp050,HICP - household equipment
teicp060,HICP - health
teicp070,HICP - transport
teicp080,HICP - communications
teicp090,HICP - recreation and culture
teicp100,HICP - education
teicp110,HICP - hotels and restaurants
teicp120,HICP - miscellaneous goods and services
teicp200,"HICP - all items excluding energy, food, alcohol and tobacco"
teicp210,HICP - all items excluding energy
teicp220,HICP - all items excluding energy and unprocessed food
teicp230,HICP - all items excluding energy and seasonal food
teicp240,HICP - all items excluding tobacco
teicp250,HICP - energy
teicp260,"HICP - food, alcohol and tobacco"
teicp270,House price index = 100) - quarterly data
teicp280,HICP - services
teicp290,HICP - non-energy industrial goods
teiet010,Exports of goods - total
teiet020,"Exports of goods - food, drinks and tobacco"
teiet030,Exports of goods - raw materials
teiet040,"Exports of goods - mineral fuels, lubricants and related materials"
teiet050,Exports of goods - chemicals and related products
teiet060,Exports of goods - other manufactured products
teiet070,Exports of goods - machinery and transport equipment
teiet110,Imports of goods - total
teiet120,"Imports of goods - food, drinks and tobacco"
teiet130,Imports of goods - raw materials
teiet140,"Imports of goods - mineral fuels, lubricants and related materials"
teiet150,Imports of goods - chemicals and related products
teiet160,Imports of goods - other manufactured products
teiet170,Imports of goods - machinery and transport equipment
teiet210,Balance of trade - and euro area aggregates
teiet215,Balance of trade
teiet300,Unit value of exports
teiet310,Unit value of imports
teiis010,Domestic producer prices - total industry (excluding construction)
teiis011,Import prices - total industry
teiis012,Import prices - manufacturing
teiis013,Import prices - intermediate goods
teiis014,Import prices - capital goods
teiis015,Import prices - consumer durables
teiis016,Import prices - consumer non-durables
teiis020,Domestic producer prices - manufacturing
teiis030,Domestic producer prices - energy
teiis040,Domestic producer prices - intermediate goods
teiis050,Domestic producer prices - capital goods
teiis060,Domestic producer prices - consumer durables
teiis070,Domestic producer prices - consumer non-durables
teiis080,Production in industry - total (excluding construction)
teiis090,Production in industry - manufacturing
teiis100,Production in industry - energy
teiis110,Production in industry - intermediate goods
teiis120,Production in industry - capital goods
teiis130,Production in industry - consumer durables
teiis140,Production in industry - consumer non-durables
teiis150,Turnover in industry - manufacturing
teiis160,Turnover in industry - intermediate goods
teiis170,Turnover in industry - capital goods
teiis180,Turnover in industry - consumer durables
teiis190,Turnover in industry - consumer non-durables
teiis200,Retail trade turnover - total
teiis210,"Retail trade turnover - food, beverages and tobacco"
teiis220,Retail trade turnover - non food
teiis230,Retail trade turnover - automotive fuel
teiis240,Retail trade volume of sales - total
teiis250,"Retail trade volume of sales - food, beverages and tobacco"
teiis260,Retail trade volume of sales - non food
teiis270,Retail trade volume of sales - automotive fuel
teiis400,Labour input - total industry (excluding construction)
teiis500,Production in construction
teiis521,Labour input in construction
teiis550,Building permits - monthly data
teilm010,Unemployment by sex
teilm011,Unemployment by sex - age group 15-24
teilm012,Unemployment by sex - age group 25-74
teilm020,Unemployment rate by sex
teilm021,Unemployment rate by sex - age group 15-24
teilm022,Unemployment rate by sex - age group 25-74
teilm100,Labour cost index by NACE Rev. 2
teimf040,3-month-interest rate
teimf050,Long term government bond yields
teimf060,"Euro yield curve by maturity (1, 5 and 10 years)"
teimf100,Day-to-day money market interest rates
teimf200,Euro/national currency exchange rates
teimf250,Real effective exchange rate - 42 trading partners
teina010,"Gross domestic product, current prices"
teina011,"Gross domestic product, volumes"
teina020,"Final consumption expenditure of households and NPISH, current prices"
teina021,"Final consumption expenditure of households and NPISH, volumes"
teina030,"Government final consumption expenditure, current prices"
teina031,"Government final consumption expenditure, volumes"
teina040,"Gross fixed capital formation, current prices"
teina041,"Gross fixed capital formation, volumes"
teina050,"External balance of goods and services, current prices"
teina080,Gross national income
teina090,Gross disposable income
teina100,Gross saving
teina110,GDP deflator
teina200,General government deficit (-) and surplus (+) - annual data
teina205,General government deficit (-) and surplus (+) - quarterly data
teina210,General government gross fixed capital formation - annual data
teina225,General government gross debt - annual data
teina230,General government gross debt - quarterly data
teina400_r2,Gross value added - NACE Rev. 2: - current prices
teina402_r2,Gross value added - NACE Rev. 2: - volumes
teina404_r2,Gross value added - NACE Rev. 2: A - current prices
teina406_r2,Gross value added - NACE Rev. 2: A - volumes
teina408_r2,Gross value added - NACE Rev. 2: B-E - current prices
teina410_r2,Gross value added - NACE Rev. 2: B-E - volumes
teina412_r2,Gross value added - NACE Rev. 2: C - current prices
teina414_r2,Gross value added - NACE Rev. 2: C - volumes
teina416_r2,Gross value added - NACE Rev. 2: F - current prices
teina418_r2,Gross value added - NACE Rev. 2: F - volumes
teina420_r2,Gross value added - NACE Rev. 2: G-I - current prices
teina422_r2,Gross value added - NACE Rev. 2: G-I - volumes
teina424_r2,Gross value added - NACE Rev. 2: J - current prices
teina426_r2,Gross value added - NACE Rev. 2: J - volumes
teina428_r2,Gross value added - NACE Rev. 2: K - current prices
teina430_r2,Gross value added - NACE Rev. 2: K - volumes
teina432_r2,Gross value added - NACE Rev. 2: L - current prices
teina434_r2,Gross value added - NACE Rev. 2: L - volumes
teina436_r2,Gross value added - NACE Rev. 2: M_N - current prices
teina438_r2,Gross value added - NACE Rev. 2: M_N - volumes
teina440_r2,Gross value added - NACE Rev. 2: O-Q - current prices
teina442_r2,Gross value added - NACE Rev. 2: O-Q - volumes
teina444_r2,Gross value added - NACE Rev. 2: R-U - current prices
teina446_r2,Gross value added - NACE Rev. 2: R-U - volumes
teina500,Household saving rate
teina510,Households investment rate
teina515,Investment rate of non-financial corporations
teina520,Profit share of non-financial corporations
ten00001,Water resources: long-term annual average
ten00003,Fresh water abstraction by source per capita - m³ per capita
ten00006,Water abstracted by sector of use
ten00030,Sewage sludge production and disposal from urban wastewater (in dry substance (d.s))
ten00062,Recovery rates for packaging waste
ten00063,Recycling rates for packaging waste
ten00110,Waste generated by households by year and waste category
ten00117,Electricity prices by type of user
ten00118,Gas prices by type of user
ten00119,Market share of the largest generator in the electricity market
ten00120,Implicit tax rate on energy
ten00135,National expenditure on environmental protection
ten00136,Environmental protection investments of total economy
ten00137,Domestic material consumption per capita
ten00138,Landfill rate of waste excluding major mineral wastes
ten00139,Energy taxes
ten00141,Environmental tax revenues
tepsr_lm210,Gender gap in part-time employment
tepsr_lm230,Gender employment gap by degree of urbanisation
tepsr_lm410,People at risk of poverty or social exclusion by sex
tepsr_lm411,People at risk of poverty or social exclusion by age
tepsr_lm412,Children (aged less than 18) at risk of poverty or social exclusion - EU2030 target
tepsr_lm420,Severe material and social deprivation rate by sex
tepsr_lm430,People living in households with very low work intensity by sex
tepsr_lm440,Severe housing deprivation rate by tenure status
tepsr_sp110,General government expenditure by function
tepsr_sp210,Children aged less than 3 years in formal childcare
tepsr_sp310,Out-of-pocket expenditure on healthcare
tepsr_sp320,Healthy life years at age 65 by sex
tepsr_sp410,Individuals who have basic or above basic overall digital skills by sex
tepsr_spi110,At-risk-of poverty rate for children (aged less than 18) by sex
tepsr_spi120,Severe material and social deprivation rate for children (aged less than 18) by sex
tepsr_spi130,Children (aged less than 18) living in households with very low work intensity by sex
tepsr_wc130,Activity rate by sex
tepsr_wc230,Labour transitions from temporary to permanent contracts by sex -3-year average
tepsr_wc310,The real gross disposable income of households per capita (index =
tesem010,Employment rate by sex
tesem020,"Early leavers from education and training, age group 18-24"
tesem030,"Tertiary educational attainment, age group 30-34"
tesem040,Overall employment growth
tesem050,"Employment rate of older workers, age group 55-64"
tesem060,Gender employment gap
tesem070,"Youth employment rate, age group 20-29"
tesem080,"Employment rate of low skilled persons, age group 20-64"
tesem090,"Employment rate of non-EU nationals, age group 20-64"
tesem100,Part-time employment rate
tesem120,Unemployment rate by sex
tesem130,Long-term unemployment rate by sex
tesem140,Youth unemployment rate by sex
tesem160,Labour productivity per person employed and hour worked (EU27_2020=100)
tesem170,Nominal unit labour cost growth
tesem180,Gender pay gap in unadjusted form
tesem190,Involuntary temporary employment
tesem200,Newly employed
tesem210,At-risk of poverty rate of unemployed persons
tesem220,Tax rate on low wage earners - Unemployment trap
tesem240,"Percentage of the population with at least upper secondary educational attainment, age group 25-64"
tesov092,At-risk-of-poverty rate anchored at a fixed moment in time by age group - EU-SILC survey
tesov110,In-work at-risk-of-poverty rate by sex
tesov190,Distribution of population by household types - EU-SILC survey
tesov250,At-risk-of-poverty rate before social transfers by sex - EU-SILC survey
tespm020,At-risk-of-poverty threshold for a single household
tespm030,Severe material and social deprivation rate
tespm040,Children at risk of poverty or social exclusion
tespm060,At risk-of-poverty rate for the population living in (quasi-)jobless households
tespm070,In-work at-risk-of-poverty rate
tespm080,Youth unemployment ratio (15-24)
tespm090,At risk of poverty or social exclusion rate for elderly (65+)
tespm100,Aggregate replacement ratio
tespm110,Self-reported unmet need for medical care by sex
tespm120,Healthy life years at 65 - males
tespm130,Healthy life years at 65 - females
tespm140,Housing cost overburden rate
tespm151,Inequality of income distribution
tespn010,At-risk-of-poverty rate of older people by sex - EU-SILC survey
tespn020,Median relative income of elderly people - EU-SILC survey
tespn060,Median relative income of elderly people (60+) - EU-SILC survey
tespn070,Aggregate replacement ratio for pensions (excluding other social benefits) by sex
tespn080,Income inequality for older people - EU-SILC survey
tespn090,Relative median poverty risk gap of elderly people - EU-SILC survey
tespn100,At-risk-of-poverty rate for pensioners - EU-SILC survey
tespn110,At-risk-of-poverty rate of elderly people by tenure status - EU-SILC survey
tespn120,Dispersion around the at-risk-of-poverty threshold for elderly people - EU-SILC survey
tespn240,Gender differences in the at-risk-of-poverty rate by age - EU-SILC survey
tespn250,Gender differences in the relative income of elderly people (65+) - EU-SILC survey
tespn260,Gender differences in the aggregate replacement ratio for pensions (excluding other social benefits) - EU-SILC survey
tespn270,Gender differences in the relative income of older people - EU-SILC survey
tessi010,At-risk-of-poverty rate by sex
tessi014,At-risk-of-poverty threshold - EU-SILC survey
tessi020,Persistent at-risk-of poverty rate by sex - EU-SILC survey
tessi022,Persistent at-risk-of poverty rate by age group - EU-SILC survey
tessi030,Relative median poverty risk gap by age group - EU-SILC survey
tessi080,Material Deprivation rate by sex - EU-SILC survey
tessi082,Material Deprivation rate by age group - EU-SILC survey
tessi121,At-risk-of poverty rate by household type - EU-SILC survey
tessi125,At-risk-of poverty rate by tenure status - EU-SILC survey
tessi126,Dispersion around the at-risk-of-poverty threshold - EU-SILC survey
tessi150,Depth of material deprivation - EU-SILC survey
tessi160,Housing cost overburden rate by sex - EU-SILC survey
tessi161,Housing cost overburden rate by age group - EU-SILC survey
tessi162,Housing cost overburden rate by income quintile - EU-SILC survey
tessi163,Housing cost overburden rate by poverty status - EU-SILC survey
tessi164,Housing cost overburden rate by tenure status - EU-SILC survey
tessi165,Housing cost overburden rate by degree of urbanisation - EU-SILC survey
tessi166,Housing cost overburden rate by household type - EU-SILC survey
tessi170,Overcrowding rate by sex - EU-SILC survey
tessi171,Overcrowding rate by age group - EU-SILC survey
tessi172,Overcrowding rate by poverty status - EU-SILC survey
tessi173,Overcrowding rate by tenure status - EU-SILC survey
tessi174,Overcrowding rate by degree of urbanisation - EU-SILC survey
tessi175,Overcrowding rate by household type - EU-SILC survey
tessi176,Overcrowding rate by sex - population without single-person households - EU-SILC survey
tessi177,Overcrowding rate by age group - population without single-person households - EU-SILC survey
tessi178,Overcrowding rate by poverty status - population without single-person households - EU-SILC survey
tessi180,Income quintile share ratio (S80/S20) by sex
tessi190,Gini coefficient of equivalised disposable income
tessi191,Gini coefficient of equivalised disposable income for children aged less than 18
tessi220,At-risk-of-poverty rate anchored at a fixed moment in time by sex - EU-SILC survey
tessi250,In-work at-risk-of-poverty rate by working time - EU-SILC survey
tessi291,Housing deprivation rate by number of item - EU-SILC survey
tessi292,"Share of total population living in a dwelling with a leaking roof, damp walls, floors or foundation, or rot in window frames of floor - EU-SILC survey"
tessi293,"Share of total population having neither a bath, nor a shower in their dwelling - EU-SILC survey"
tessi294,Share of total population not having indoor flushing toilet for the sole use of their household - EU-SILC survey
tessi295,Share of total population considering their dwelling as too dark - EU-SILC survey
tessi300,Median of the housing cost burden distribution by sex - EU-SILC survey
tessi301,Median of the housing cost burden distribution by age group - EU-SILC survey
tessi302,Median of the housing cost burden distribution by poverty status - EU-SILC survey
tessi303,Median of the housing cost burden distribution by degree of urbanisation - EU-SILC survey
tet00001,"Trade volume indices, by reporting country"
tet00002,"International trade, by reporting country, total product"
tet00003,Exports of goods and services in % of GDP
tet00004,Imports of goods and services in % of GDP
tet00011,"Intra-EU27 (from trade, by Member State, total product"
tet00012,"Extra-EU27 (from trade, by Member State, total product"
tet00013,"Extra-EU27 (from trade, by product group"
tet00028,"Trade unit value indices, by reporting country"
tet00037,Share of trade with the EU27 (from
tet00038,"International trade of and enlargement countries, by reporting country, total product"
tet00065,"Extra-euro area trade, by main partners, total product"
tet00066,"Extra-euro area trade, by product group"
tet00071,"Trade in goods, by main world traders - EU27 (from"
tgs00027,"population, Candidate countries and potential candidates"
tgs00047,Households that have internet access at home by NUTS 2 regions
tgs00052,Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions
tgs00064,Available beds in hospitals by NUTS 2 regions
tgs00075,Maritime transport of passengers by NUTS 2 regions
tgs00076,Maritime transport of freight by NUTS 2 regions
tgs00077,Air transport of passengers by NUTS 2 regions
tgs00078,Air transport of freight by NUTS 2 regions
tgs00103,At-risk-of-poverty rate by NUTS 2 regions
tgs00104,Severe material deprivation rate by NUTS 2 regions
tgs00107,People at risk of poverty or social exclusion by NUTS 2 regions
tgs00108,People living in households with very low work intensity by NUTS 2 regions (population aged 0 to 59 years)
tin00028,Internet use by individuals
tin00074,Percentage of the ICT sector in Gross value added
tin00085,Percentage of the ICT personnel on total employment
tin00086,Percentage change of value added by ICT sector at current prices
tin00091,Individuals regularly using the internet
tin00092,Individuals frequently using the internet
tin00093,Individuals who have never used the internet
tin00094,Individuals using the internet for sending/receiving e-mails
tin00095,Individuals using the internet for finding information about goods and services
tin00096,Individuals using the internet for buying goods or services
tin00098,Individuals using the internet for selling goods or services
tin00099,Individuals using the internet for internet banking
tin00101,Individuals using the internet for seeking health-related information
tin00102,Individuals using the internet for looking for a job or sending a job application
tin00103,Individuals using the internet for doing an online course
tin00110,Share of enterprises' turnover on e-commerce - %
tin00111,Enterprises having received orders online (at least 1%) - % of enterprises
tin00116,"Enterprises using software solutions, like CRM to analyse information about clients for marketing purposes"
tin00127,Individuals using the internet for participating in social networks
tin00134,Level of internet access - households
tin00140,High-tech exports
tin00171,Nights spent at tourist accommodation establishments by residents/non-residents - monthly data
tin00172,Percentage change (compared to corresponding period of the previous year) in nights spent at tourist accommodation establishments by residents/non-residents - monthly data
tin00173,"Net occupancy rate of bed-places and bedrooms in hotels and similar accommodations (NACE Rev. 2, I, 55.1) - monthly data"
tin00174,Arrivals of residents/non-residents at tourist accommodation establishments
tin00175,Nights spent at tourist accommodation establishments by residents/non-residents
tin00176,Nights spent at tourist accommodation establishments by country/world region of residence of the tourist
tin00180,"Net occupancy rate of bed-places and bedrooms in hotels and similar accommodation (NACE Rev. 2, I, 55.1) (from onwards)"
tin00181,Number of establishments and bed-places
tin00185,Persons participating in tourism for personal purposes - number of tourists
tin00186,Participation in tourism for personal purposes - % of total population
tin00195,Average expenditure per trip
tin00196,Average expenditure per night
tipsbd10,"Gross non-performing loans, domestic and foreign entities - % of gross loans"
tipsbd20,"Consolidated banking leverage, domestic and foreign entities (asset-to-equity multiple)"
tipsbd30,Tier-1 capital ratio banking sector
tipsbd40,Return on equity of banks
tipsbp10,Current account balance - 3 year average
tipsbp100,"Direct investment liabilities (stocks) - annual data, % of GDP"
tipsbp17,Capital account - annual data
tipsbp18,Financial account - annual data
tipsbp20,Current account balance - annual data
tipsbp22,"Direct investment abroad, main components - annual data, million units of national currency"
tipsbp70,Net Lending/Borrowing (current and capital account) - annual data
tipsbp90,"Direct investment liabilities (flows) - annual data, % of GDP"
tipsen10,Net trade balance of energy products - % of GDP
tipser10,"Real effective exchange rate – percentage changes, 42 trading partners"
tipser11,Nominal effective exchange rate – 42 trading partners
tipser12,Nominal effective exchange rate – euro area trading partners
tipser13,"Real effective exchange rate – index, 42 trading partners"
tipser20,Real effective exchange rate – euro area trading partners
tipsex10,Export market shares - 3 years % change
tipsex11,Export market shares by items - 1 year % change
tipsex12,"Exports of high technology products as a share of total exports, SITC Rev. 4 - %"
tipsex13,Export market shares in volume
tipsex20,Export market shares by items - % of world total
tipsfs10,"financial sector liabilities, non-consolidated - annual data"
tipsfs20,"Financial sector leverage (debt to equity), non-consolidated - %"
tipsfs30,"financial sector liabilities, consolidated"
tipsgo10,"General government gross debt (EDP concept), consolidated - annual data"
tipsho10,"House price index, deflated - annual data"
tipsho20,House price index - annual data
tipsho30,"House price index, deflated - quarterly data"
tipsho40,House price index - quarterly data
tipsho50,Building permits - annual data
tipsii10,Net international investment position - annual data
tipsii12,"Direct investment - annual data, million units of national currency"
tipsii15,"Portfolio investement - annual data, million units of national currency"
tipsii18,"Financial derivatives and employee stock options - annual data, million units of national currency"
tipsii20,"Net external debt - annual data, % of GDP"
tipsii21,"Other investment - annual data, million units of national currency"
tipsii30,"Net external debt - quarterly data, % of GDP"
tipsii40,"Net international investment position - quarterly data, % of GDP"
tipsii50,Net international investment position excluding non-defaultable instruments - % of GDP
tipslc10,People at risk of poverty or social exclusion
tipslc20,People at risk of poverty after social transfer
tipslc30,Severely materially and socially deprived people
tipslc40,People living in households with very low work intensity
tipslm10,Nominal unit labour cost per hour worked - 3 years % change
tipslm100,Employment rate
tipslm13,"Compensation of employees - annual data, million units of national currency"
tipslm15,"Labour force participation rate, aged 15-64 - annual averages"
tipslm16,"Population, aged 15-74 - labour force survey"
tipslm20,"Nominal unit labour cost per hour worked - annual data, % changes and index = 100)"
tipslm50,Unit labour cost performance related to the euro area - annual data
tipslm60,Labour force participation rate - % of total population aged 15-64
tipslm70,"Long-term unemployment rate, % of active population aged 15-74"
tipslm80,Youth unemployment rate - % of active population aged 15-24
tipslm90,Young people neither in employment nor in education and training (15-29 years) - % of the total population in the same age group
tipsna20,Gross fixed capital formation at current prices
tipsna30,Terms of trade by items - 5 years % change
tipsna40,Real GDP per capita
tipsna50,"Residential construction - annual data, % of GDP"
tipsna51,Final consumption expenditure of households and non-profit institutions serving households - annual data
tipsna60,"Employment, domestic concept - annual data"
tipsna62,"Employees, domestic concept - annual data"
tipsna70,Labour productivity per hour worked - annual data
tipspc10,"Private sector credit flow, non-consolidated"
tipspc13,"Private sector credit flow: debt securities by sectors, non-consolidated - % of GDP"
tipspc14,"Private sector credit flow: debt securities by sectors, non-consolidated - million units of national currency"
tipspc15,"Private sector credit flow: loans by sectors, non-consolidated - % of GDP"
tipspc16,"Private sector credit flow: loans by sectors, non-consolidated - million units of national currency"
tipspc20,"Private sector credit flow, consolidated - % GDP"
tipspc23,"Private sector credit flow: debt securities by sectors, consolidated - % of GDP"
tipspc24,"Private sector credit flow: debt securities by sectors, consolidated - million units of national currency"
tipspc25,"Private sector credit flow: loans by sectors, consolidated - % of GDP"
tipspc26,"Private sector credit flow: loans by sectors, consolidated - million units of national currency"
tipspd10,"Private sector debt, non-consolidated"
tipspd13,"Private sector debt: debt securities by sectors, non-consolidated - % of GDP"
tipspd14,"Private sector debt: debt securities by sectors, non-consolidated - million units of national currency"
tipspd15,"Private sector debt: loans, by sectors, non-consolidated - % of GDP"
tipspd16,"Private sector debt: loans by sectors, non-consolidated - million units of national currency"
tipspd20,"Private sector debt, consolidated - % of GDP"
tipspd22,"Household debt, consolidated including Non-profit institutions serving households - % of GDP"
tipspd23,"Private sector debt: debt securities, by sectors, consolidated - % of GDP"
tipspd24,"Private sector debt: debt securities, by sectors, consolidated - million units of national currency"
tipspd25,"Private sector debt: loans, by sectors, consolidated - % of GDP"
tipspd26,"Private sector debt: loans, by sectors, consolidated - million units of national currency"
tipspd30,"Non-financial corporations debt - consolidated, % of GDP"
tipsst10,Gross domestic expenditure on research and development (R&D)
tipsun10,Unemployment rate - 3 year average
tipsun20,Unemployment rate - annual data
tipsun30,"Unemployment rate - quarterly data, seasonally adjusted"
tour_ce_oam,Guest nights spent at short-stay accommodation offered via collaborative economy platforms by mode of accommodation - experimental statistics
tour_ce_oasc,Guest nights spent at short-stay accommodation offered via collaborative economy platforms by size class of accommodation - experimental statistics
tps00001,Population on 1 January
tps00003,Population density
tps00005,Population as a percentage of EU27 (from population
tps00014,Mean age at first marriage by sex
tps00017,Mean age of women at childbirth and at birth of first child
tps00019,"Population change - crude rates of total change, natural change and net migration plus adjustment"
tps00024,Acquisition of citizenship
tps00027,Infant mortality rate
tps00028,Proportion of population aged 65 and over
tps00029,Deaths and crude death rate
tps00044,Practising physicians
tps00045,Practising dentists
tps00046,Hospital beds
tps00048,Discharges from hospitals
tps00053,Employment rates of recent graduates
tps00065,"At least upper secondary educational attainment, age group 25-64 by sex"
tps00066,Unemployment rates of the population aged 25-64 by educational attainment level
tps00071,Hours worked per week of full-time employment
tps00073,Employees with a contract of limited duration (annual average)
tps00098,Expenditure on social protection
tps00099,expenditure on social protection per head of population. ECU/EUR
tps00100,Expenditure on social protection per inhabitant
tps00101,expenditure on social protection by type
tps00102,expenditure on social benefits
tps00103,Expenditure on pensions
tps00104,expenditure on administration costs
tps00105,Other expenditure on social protection
tps00108,Social protection receipts by type
tps00116,"Death due to cancer, by sex"
tps00119,"Death due to other ischaemic heart diseases, by sex"
tps00122,"Death due to suicide, by sex"
tps00125,"Death due to accidents, by sex"
tps00128,"Death due to pneumonia, by sex"
tps00131,"Death due to chronic liver disease, by sex"
tps00134,"Death due to diseases of the nervous system, by sex"
tps00137,"Death due to diabetes mellitus, by sex"
tps00140,"Death due to alcoholic abuse, by sex"
tps00143,"Death due to AIDS (HIV-disease), by sex"
tps00146,"Death due to homicide, assault, by sex"
tps00149,"Death due to drugs dependence, by sex"
tps00150,Healthy life years at birth by sex
tps00151,"At-risk-of-poverty-rate, by highest level of education attained"
tps00152,"Causes of death, by sex"
tps00155,Minimum wages
tps00157,Population without the citizenship of the reporting country
tps00159,Persons employed part-time -
tps00165,"Death due to transport accidents, by sex"
tps00167,Licensed physicians
tps00170,First permits by reason
tps00171,All valid permits by reason on 31 December of each year
tps00172,"Job vacancies in number and % - NACE Rev. 2, B-S, quarterly data"
tps00173,Labour costs annual data - NACE Rev. 2
tps00175,"Average gross annual earnings in industry and services, by sex"
tps00176,Immigration
tps00177,Emigration
tps00178,Foreign-born population
tps00181,Jobless households - children
tps00182,Jobless households by sex
tps00184,At-risk-of-poverty rate after social transfers by sex
tps00185,Formal child care by duration and age group
tps00186,"At least upper secondary educational attainment, age group 20-24 by sex"
tps00189,Asylum applicants by type - monthly data
tps00190,Persons subject of asylum applications pending at the end of the month - monthly data
tps00191,Asylum applicants by type - annual aggregated data
tps00192,First instance decisions on asylum applications by type of decision - annual aggregated data
tps00193,Final decisions on asylum applicationsby type of decision - annual data
tps00194,Asylum applicants considered to be unaccompanied minors - annual data
tps00195,Resettled persons - annual data
tps00197,At most lower secondary educational attainment by age
tps00198,Old-age-dependency ratio
tps00199,fertility rate
tps00202,Suicide death rate by age group
tps00203,unemployment rate
tps00204,Live births and crude birth rate
tps00205,Life expectancy at birth by sex
tps00206,Crude marriage rate
tps00208,Life expectancy at birth by sex
tps00215,Exposure of VET graduates to work-based learning
tps00216,Crude divorce rate
tps00217,Female tertiary education graduates in STEM education fields - % of all tertiary education graduates in STEM education fields
tqoe3a5,Employed persons having more than one job by sex
tqoe3b4,Employees with a flexible work schedule by sex
tqoe4a3,Employed persons being self-employed without employees by sex
tran_hv_frmod,Modal split of inland freight transport
tran_hv_frtra,Volume of freight transport relative to GDP
tran_hv_ms_frmod,"Modal split of air, sea and inland freight transport"
tran_hv_ms_psmod,"Modal split of air, sea and inland passenger transport"
tran_hv_pstra,Volume of passenger transport relative to GDP
tran_im_mosp,Modal shift potential of long-distance road freight in containers - tonne-kilometre
tran_im_mospt,Modal shift potential of long-distance road freight in containers - tonne
tran_im_uiww,Unitisation in inland waterways freight transport - tonne-kilometre for gross-gross weight of goods
tran_im_umar,Unitisation in maritime freight transport - tonnes for gross weight of goods
tran_im_umod,Unitisation in the different modes of transport - tonne-kilometre for gross weight of goods
tran_im_urail,Unitisation in rail freight transport- tonne-kilometre for gross-gross weight of goods
tran_im_uroad,Unitisation in road freight transport - tonne-kilometre for gross weight of goods
tran_sf_marv,Maritime accident victims by sea basin of occurrence and country of registration of vessels
tran_sf_marves,"Maritime accident victims by sea basin of occurrence, country of registration of vessels and type of vessels"
tran_sf_railac,Rail accidents by type of accident
tran_sf_raildg,Rail accidents involving the transport of dangerous goods
tran_sf_railsu,Suicides involving railways
tran_sf_roadro,Persons killed in road accidents by type of road
trng_aes_186,Effect of the search for information on learning possibilities
trng_aes_187,Sources of information used for getting information on learning possibilities
trng_any3,Participation in any learning activities by degree of urbanisation
trng_any4,Participation in any learning activities by NACE Rev. 1.1 activity
trng_any5,Participation in any learning activities by size of the local unit
trng_cvt_12s,Participants in CVT courses by sex and size class - % of persons employed in all enterprises
trng_cvt_13s,Participants in CVT courses by sex and size class - % of persons employed in enterprises providing CVT courses
trng_cvt_21n1,Hours spent in CVT courses by NACE Rev. 1.1 activity - hours per 1000 hours worked in all enterprises
trng_cvt_21n2,Hours spent in CVT courses by NACE Rev. 2 activity - hours per 1000 hours worked in all enterprises
trng_cvt_21s,Hours spent in CVT courses by size class - hours per 1000 hours worked in all enterprises
trng_cvt_22n1,Hours spent in CVT courses by NACE Rev. 1.1 activity - hours per 1000 hours worked in enterprises providing CVT courses
trng_cvt_22n2,Hours spent in CVT courses by NACE Rev. 2 activity - hours per 1000 hours worked in enterprises providing CVT courses
trng_cvt_22s,Hours spent in CVT courses by size class - hours per 1000 hours worked in enterprises providing CVT courses
trng_cvt_23n1,Hours spent in CVT courses by NACE Rev. 1.1 activity - hours per person employed in all enterprises
trng_cvt_23n2,Hours spent in CVT courses by NACE Rev. 2 activity - hours per person employed in all enterprises
trng_cvt_23s,Hours spent in CVT courses by size class - hours per person employed in all enterprises
